Sample Name	Protocol REF	Parameter Value[QA Instrument]	Parameter Value[QA Score]	Unit	Term Source REF	Term Accession Number	Extract Name	Protocol REF	Parameter Value[Library Selection]	Parameter Value[Library Layout]	Parameter Value[Stranded]	Protocol REF	Parameter Value[Sequencing Instrument]	Parameter Value[Read Length]	Unit	Term Source REF	Term Accession Number	Assay Name	Raw Data File	Protocol REF	Parameter Value[Raw Data/FastQC Reports]	Parameter Value[Raw Data/MultiQC Reports]	Parameter Value[trimmed sequence data]	Parameter Value[Trimmed Sequence Data/FastQC Reports]	Parameter Value[Trimmed Sequence Data/MultiQC Reports]	Parameter Value[Trimmed Sequence Data/Trimming Reports]	Parameter Value[aligned sequence data]	Parameter Value[Raw Counts Data]	Parameter Value[Normalized Counts Data]	Parameter Value[differential expression analysis data]	Protocol REF	Parameter Value[Merged Sequence Data]	Parameter Value[Read Depth]	Unit	Term Source REF	Term Accession Number	Parameter Value[rRNA Contamination]	Unit	Term Source REF	Term Accession Number	Parameter Value[MultiQC File Names]
11.4	Nucleic Acid Extraction	Agilent Bioanalyzer	Not Available				11.4	Library Construction	DNA	PAIRED	STRANDED	Nucleic Acid Sequencing	Illumina NovaSeq 6000	151	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	rna-seq	GLDS-554_rna-seq_11_4_S50_L001_R1_001.fastq.gz,GLDS-554_rna-seq_11_4_S50_L001_R2_001.fastq.gz	Sequence Analysis Data Transformation	GLDS-554_rna-seq_11_4_S50_L001_R1_001_fastqc.html,GLDS-554_rna-seq_11_4_S50_L001_R1_001_fastqc.zip,GLDS-554_rna-seq_11_4_S50_L001_R2_001_fastqc.html,GLDS-554_rna-seq_11_4_S50_L001_R2_001_fastqc.zip	GLDS-554_rna-seq_raw_multiqc_report.zip	GLDS-554_rna-seq_11_4_S50_L001_R1_001_val_1.fq.gz,GLDS-554_rna-seq_11_4_S50_L001_R2_001_val_2.fq.gz	GLDS-554_rna-seq_11_4_S50_L001_R1_001_val_1_fastqc.html,GLDS-554_rna-seq_11_4_S50_L001_R1_001_val_1_fastqc.zip,GLDS-554_rna-seq_11_4_S50_L001_R2_001_val_2_fastqc.html,GLDS-554_rna-seq_11_4_S50_L001_R2_001_val_2_fastqc.zip	GLDS-554_rna-seq_trimmed_multiqc_report.zip	GLDS-554_rna-seq_11_4_S50_L001_R1_001.fastq.gz_trimming_report.txt,GLDS-554_rna-seq_11_4_S50_L001_R2_001.fastq.gz_trimming_report.txt	GLDS-554_rna-seq_11_4_S50_L001_R1_001_val_1.fq.gz.sam,GLDS-554_rna-seq_11_4_S50_L001_R1_001_val_1.fq.gz.sam.sorted.bam,GLDS-554_rna-seq_11_4_S50_L001_R1_001_val_1.fq.gz.sam.sorted.bam.bai,GLDS-554_rna-seq_11_4_S50_L001_R1_001_val_1.fq.gz.stderr.gz	GLDS-554_rna-seq_FeatureCounts_ReadsPerGene_all_data.xlsx	GLDS-554_rna-seq_Normalized_counts.zip	GLDS-554_rna-seq_DESeq2.zip	GeneLab raw data processing protocol	GLDS-554_rna_seq_11_4_S50_L001_R1_raw.fastq.gz,GLDS-554_rna_seq_11_4_S50_L001_R2_raw.fastq.gz	7677201	read	SO	http://purl.obolibrary.org/obo/SO_0000150	66.35	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	GLDS-554_rna_seq_GL-raw_multiqc_report.zip
G10.1	Nucleic Acid Extraction	Agilent Bioanalyzer	9.7	RNA Integrity Number	NCIT	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C63637	G10.1	Library Construction	DNA	PAIRED	STRANDED	Nucleic Acid Sequencing	Illumina NovaSeq 6000	151	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	rna-seq	GLDS-554_rna-seq_G10_1_S44_L001_R1_001.fastq.gz,GLDS-554_rna-seq_G10_1_S44_L001_R2_001.fastq.gz	Sequence Analysis Data Transformation	GLDS-554_rna-seq_G10_1_S44_L001_R1_001_fastqc.html,GLDS-554_rna-seq_G10_1_S44_L001_R1_001_fastqc.zip,GLDS-554_rna-seq_G10_1_S44_L001_R2_001_fastqc.html,GLDS-554_rna-seq_G10_1_S44_L001_R2_001_fastqc.zip	GLDS-554_rna-seq_raw_multiqc_report.zip	GLDS-554_rna-seq_G10_1_S44_L001_R1_001_val_1.fq.gz,GLDS-554_rna-seq_G10_1_S44_L001_R2_001_val_2.fq.gz	GLDS-554_rna-seq_G10_1_S44_L001_R1_001_val_1_fastqc.html,GLDS-554_rna-seq_G10_1_S44_L001_R1_001_val_1_fastqc.zip,GLDS-554_rna-seq_G10_1_S44_L001_R2_001_val_2_fastqc.html,GLDS-554_rna-seq_G10_1_S44_L001_R2_001_val_2_fastqc.zip	GLDS-554_rna-seq_trimmed_multiqc_report.zip	GLDS-554_rna-seq_G10_1_S44_L001_R1_001.fastq.gz_trimming_report.txt,GLDS-554_rna-seq_G10_1_S44_L001_R2_001.fastq.gz_trimming_report.txt	GLDS-554_rna-seq_G10_1_S44_L001_R1_001_val_1.fq.gz.sam,GLDS-554_rna-seq_G10_1_S44_L001_R1_001_val_1.fq.gz.sam.sorted.bam,GLDS-554_rna-seq_G10_1_S44_L001_R1_001_val_1.fq.gz.sam.sorted.bam.bai,GLDS-554_rna-seq_G10_1_S44_L001_R1_001_val_1.fq.gz.stderr.gz	GLDS-554_rna-seq_FeatureCounts_ReadsPerGene_all_data.xlsx	GLDS-554_rna-seq_Normalized_counts.zip	GLDS-554_rna-seq_DESeq2.zip	GeneLab raw data processing protocol	GLDS-554_rna_seq_G10_1_S44_L001_R1_raw.fastq.gz,GLDS-554_rna_seq_G10_1_S44_L001_R2_raw.fastq.gz	33604482	read	SO	http://purl.obolibrary.org/obo/SO_0000150	69.32	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	GLDS-554_rna_seq_GL-raw_multiqc_report.zip
G10.2	Nucleic Acid Extraction	Agilent Bioanalyzer	Not Available				G10.2	Library Construction	DNA	PAIRED	STRANDED	Nucleic Acid Sequencing	Illumina NovaSeq 6000	151	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	rna-seq	GLDS-554_rna-seq_G10_2_S7_L001_R1_001.fastq.gz,GLDS-554_rna-seq_G10_2_S7_L001_R2_001.fastq.gz	Sequence Analysis Data Transformation	GLDS-554_rna-seq_G10_2_S7_L001_R1_001_fastqc.html,GLDS-554_rna-seq_G10_2_S7_L001_R1_001_fastqc.zip,GLDS-554_rna-seq_G10_2_S7_L001_R2_001_fastqc.html,GLDS-554_rna-seq_G10_2_S7_L001_R2_001_fastqc.zip	GLDS-554_rna-seq_raw_multiqc_report.zip	GLDS-554_rna-seq_G10_2_S7_L001_R1_001_val_1.fq.gz,GLDS-554_rna-seq_G10_2_S7_L001_R2_001_val_2.fq.gz	GLDS-554_rna-seq_G10_2_S7_L001_R1_001_val_1_fastqc.html,GLDS-554_rna-seq_G10_2_S7_L001_R1_001_val_1_fastqc.zip,GLDS-554_rna-seq_G10_2_S7_L001_R2_001_val_2_fastqc.html,GLDS-554_rna-seq_G10_2_S7_L001_R2_001_val_2_fastqc.zip	GLDS-554_rna-seq_trimmed_multiqc_report.zip	GLDS-554_rna-seq_G10_2_S7_L001_R1_001.fastq.gz_trimming_report.txt,GLDS-554_rna-seq_G10_2_S7_L001_R2_001.fastq.gz_trimming_report.txt	GLDS-554_rna-seq_G10_2_S7_L001_R1_001_val_1.fq.gz.sam,GLDS-554_rna-seq_G10_2_S7_L001_R1_001_val_1.fq.gz.sam.sorted.bam,GLDS-554_rna-seq_G10_2_S7_L001_R1_001_val_1.fq.gz.sam.sorted.bam.bai,GLDS-554_rna-seq_G10_2_S7_L001_R1_001_val_1.fq.gz.stderr.gz	GLDS-554_rna-seq_FeatureCounts_ReadsPerGene_all_data.xlsx	GLDS-554_rna-seq_Normalized_counts.zip	GLDS-554_rna-seq_DESeq2.zip	GeneLab raw data processing protocol	GLDS-554_rna_seq_G10_2_S7_L001_R1_raw.fastq.gz,GLDS-554_rna_seq_G10_2_S7_L001_R2_raw.fastq.gz	17818144	read	SO	http://purl.obolibrary.org/obo/SO_0000150	83.97	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	GLDS-554_rna_seq_GL-raw_multiqc_report.zip
G10.3	Nucleic Acid Extraction	Agilent Bioanalyzer	Not Available				G10.3	Library Construction	DNA	PAIRED	STRANDED	Nucleic Acid Sequencing	Illumina NovaSeq 6000	151	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	rna-seq	GLDS-554_rna-seq_G10_3_S45_L001_R1_001.fastq.gz,GLDS-554_rna-seq_G10_3_S45_L001_R2_001.fastq.gz	Sequence Analysis Data Transformation	GLDS-554_rna-seq_G10_3_S45_L001_R1_001_fastqc.html,GLDS-554_rna-seq_G10_3_S45_L001_R1_001_fastqc.zip,GLDS-554_rna-seq_G10_3_S45_L001_R2_001_fastqc.html,GLDS-554_rna-seq_G10_3_S45_L001_R2_001_fastqc.zip	GLDS-554_rna-seq_raw_multiqc_report.zip	GLDS-554_rna-seq_G10_3_S45_L001_R1_001_val_1.fq.gz,GLDS-554_rna-seq_G10_3_S45_L001_R2_001_val_2.fq.gz	GLDS-554_rna-seq_G10_3_S45_L001_R1_001_val_1_fastqc.html,GLDS-554_rna-seq_G10_3_S45_L001_R1_001_val_1_fastqc.zip,GLDS-554_rna-seq_G10_3_S45_L001_R2_001_val_2_fastqc.html,GLDS-554_rna-seq_G10_3_S45_L001_R2_001_val_2_fastqc.zip	GLDS-554_rna-seq_trimmed_multiqc_report.zip	GLDS-554_rna-seq_G10_3_S45_L001_R1_001.fastq.gz_trimming_report.txt,GLDS-554_rna-seq_G10_3_S45_L001_R2_001.fastq.gz_trimming_report.txt	GLDS-554_rna-seq_G10_3_S45_L001_R1_001_val_1.fq.gz.sam,GLDS-554_rna-seq_G10_3_S45_L001_R1_001_val_1.fq.gz.sam.sorted.bam,GLDS-554_rna-seq_G10_3_S45_L001_R1_001_val_1.fq.gz.sam.sorted.bam.bai,GLDS-554_rna-seq_G10_3_S45_L001_R1_001_val_1.fq.gz.stderr.gz	GLDS-554_rna-seq_FeatureCounts_ReadsPerGene_all_data.xlsx	GLDS-554_rna-seq_Normalized_counts.zip	GLDS-554_rna-seq_DESeq2.zip	GeneLab raw data processing protocol	GLDS-554_rna_seq_G10_3_S45_L001_R1_raw.fastq.gz,GLDS-554_rna_seq_G10_3_S45_L001_R2_raw.fastq.gz	23789753	read	SO	http://purl.obolibrary.org/obo/SO_0000150	73.84	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	GLDS-554_rna_seq_GL-raw_multiqc_report.zip
G10.4	Nucleic Acid Extraction	Agilent Bioanalyzer	Not Available				G10.4	Library Construction	DNA	PAIRED	STRANDED	Nucleic Acid Sequencing	Illumina NovaSeq 6000	151	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	rna-seq	GLDS-554_rna-seq_G10_4_S8_L001_R1_001.fastq.gz,GLDS-554_rna-seq_G10_4_S8_L001_R2_001.fastq.gz	Sequence Analysis Data Transformation	GLDS-554_rna-seq_G10_4_S8_L001_R1_001_fastqc.html,GLDS-554_rna-seq_G10_4_S8_L001_R1_001_fastqc.zip,GLDS-554_rna-seq_G10_4_S8_L001_R2_001_fastqc.html,GLDS-554_rna-seq_G10_4_S8_L001_R2_001_fastqc.zip	GLDS-554_rna-seq_raw_multiqc_report.zip	GLDS-554_rna-seq_G10_4_S8_L001_R1_001_val_1.fq.gz,GLDS-554_rna-seq_G10_4_S8_L001_R2_001_val_2.fq.gz	GLDS-554_rna-seq_G10_4_S8_L001_R1_001_val_1_fastqc.html,GLDS-554_rna-seq_G10_4_S8_L001_R1_001_val_1_fastqc.zip,GLDS-554_rna-seq_G10_4_S8_L001_R2_001_val_2_fastqc.html,GLDS-554_rna-seq_G10_4_S8_L001_R2_001_val_2_fastqc.zip	GLDS-554_rna-seq_trimmed_multiqc_report.zip	GLDS-554_rna-seq_G10_4_S8_L001_R1_001.fastq.gz_trimming_report.txt,GLDS-554_rna-seq_G10_4_S8_L001_R2_001.fastq.gz_trimming_report.txt	GLDS-554_rna-seq_G10_4_S8_L001_R1_001_val_1.fq.gz.sam,GLDS-554_rna-seq_G10_4_S8_L001_R1_001_val_1.fq.gz.sam.sorted.bam,GLDS-554_rna-seq_G10_4_S8_L001_R1_001_val_1.fq.gz.sam.sorted.bam.bai,GLDS-554_rna-seq_G10_4_S8_L001_R1_001_val_1.fq.gz.stderr.gz	GLDS-554_rna-seq_FeatureCounts_ReadsPerGene_all_data.xlsx	GLDS-554_rna-seq_Normalized_counts.zip	GLDS-554_rna-seq_DESeq2.zip	GeneLab raw data processing protocol	GLDS-554_rna_seq_G10_4_S8_L001_R1_raw.fastq.gz,GLDS-554_rna_seq_G10_4_S8_L001_R2_raw.fastq.gz	17778861	read	SO	http://purl.obolibrary.org/obo/SO_0000150	69.2	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	GLDS-554_rna_seq_GL-raw_multiqc_report.zip
G10.5	Nucleic Acid Extraction	Agilent Bioanalyzer	Not Available				G10.5	Library Construction	DNA	PAIRED	STRANDED	Nucleic Acid Sequencing	Illumina NovaSeq 6000	151	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	rna-seq	GLDS-554_rna-seq_G10_5_S9_L001_R1_001.fastq.gz,GLDS-554_rna-seq_G10_5_S9_L001_R2_001.fastq.gz	Sequence Analysis Data Transformation	GLDS-554_rna-seq_G10_5_S9_L001_R1_001_fastqc.html,GLDS-554_rna-seq_G10_5_S9_L001_R1_001_fastqc.zip,GLDS-554_rna-seq_G10_5_S9_L001_R2_001_fastqc.html,GLDS-554_rna-seq_G10_5_S9_L001_R2_001_fastqc.zip	GLDS-554_rna-seq_raw_multiqc_report.zip	GLDS-554_rna-seq_G10_5_S9_L001_R1_001_val_1.fq.gz,GLDS-554_rna-seq_G10_5_S9_L001_R2_001_val_2.fq.gz	GLDS-554_rna-seq_G10_5_S9_L001_R1_001_val_1_fastqc.html,GLDS-554_rna-seq_G10_5_S9_L001_R1_001_val_1_fastqc.zip,GLDS-554_rna-seq_G10_5_S9_L001_R2_001_val_2_fastqc.html,GLDS-554_rna-seq_G10_5_S9_L001_R2_001_val_2_fastqc.zip	GLDS-554_rna-seq_trimmed_multiqc_report.zip	GLDS-554_rna-seq_G10_5_S9_L001_R1_001.fastq.gz_trimming_report.txt,GLDS-554_rna-seq_G10_5_S9_L001_R2_001.fastq.gz_trimming_report.txt	GLDS-554_rna-seq_G10_5_S9_L001_R1_001_val_1.fq.gz.sam,GLDS-554_rna-seq_G10_5_S9_L001_R1_001_val_1.fq.gz.sam.sorted.bam,GLDS-554_rna-seq_G10_5_S9_L001_R1_001_val_1.fq.gz.sam.sorted.bam.bai,GLDS-554_rna-seq_G10_5_S9_L001_R1_001_val_1.fq.gz.stderr.gz	GLDS-554_rna-seq_FeatureCounts_ReadsPerGene_all_data.xlsx	GLDS-554_rna-seq_Normalized_counts.zip	GLDS-554_rna-seq_DESeq2.zip	GeneLab raw data processing protocol	GLDS-554_rna_seq_G10_5_S9_L001_R1_raw.fastq.gz,GLDS-554_rna_seq_G10_5_S9_L001_R2_raw.fastq.gz	12883827	read	SO	http://purl.obolibrary.org/obo/SO_0000150	65.81	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	GLDS-554_rna_seq_GL-raw_multiqc_report.zip
G10.6	Nucleic Acid Extraction	Agilent Bioanalyzer	Not Available				G10.6	Library Construction	DNA	PAIRED	STRANDED	Nucleic Acid Sequencing	Illumina NovaSeq 6000	151	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	rna-seq	GLDS-554_rna-seq_G10_6_S10_L001_R1_001.fastq.gz,GLDS-554_rna-seq_G10_6_S10_L001_R2_001.fastq.gz	Sequence Analysis Data Transformation	GLDS-554_rna-seq_G10_6_S10_L001_R1_001_fastqc.html,GLDS-554_rna-seq_G10_6_S10_L001_R1_001_fastqc.zip,GLDS-554_rna-seq_G10_6_S10_L001_R2_001_fastqc.html,GLDS-554_rna-seq_G10_6_S10_L001_R2_001_fastqc.zip	GLDS-554_rna-seq_raw_multiqc_report.zip	GLDS-554_rna-seq_G10_6_S10_L001_R1_001_val_1.fq.gz,GLDS-554_rna-seq_G10_6_S10_L001_R2_001_val_2.fq.gz	GLDS-554_rna-seq_G10_6_S10_L001_R1_001_val_1_fastqc.html,GLDS-554_rna-seq_G10_6_S10_L001_R1_001_val_1_fastqc.zip,GLDS-554_rna-seq_G10_6_S10_L001_R2_001_val_2_fastqc.html,GLDS-554_rna-seq_G10_6_S10_L001_R2_001_val_2_fastqc.zip	GLDS-554_rna-seq_trimmed_multiqc_report.zip	GLDS-554_rna-seq_G10_6_S10_L001_R1_001.fastq.gz_trimming_report.txt,GLDS-554_rna-seq_G10_6_S10_L001_R2_001.fastq.gz_trimming_report.txt	GLDS-554_rna-seq_G10_6_S10_L001_R1_001_val_1.fq.gz.sam,GLDS-554_rna-seq_G10_6_S10_L001_R1_001_val_1.fq.gz.sam.sorted.bam,GLDS-554_rna-seq_G10_6_S10_L001_R1_001_val_1.fq.gz.sam.sorted.bam.bai,GLDS-554_rna-seq_G10_6_S10_L001_R1_001_val_1.fq.gz.stderr.gz	GLDS-554_rna-seq_FeatureCounts_ReadsPerGene_all_data.xlsx	GLDS-554_rna-seq_Normalized_counts.zip	GLDS-554_rna-seq_DESeq2.zip	GeneLab raw data processing protocol	GLDS-554_rna_seq_G10_6_S10_L001_R1_raw.fastq.gz,GLDS-554_rna_seq_G10_6_S10_L001_R2_raw.fastq.gz	21084399	read	SO	http://purl.obolibrary.org/obo/SO_0000150	75.16	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	GLDS-554_rna_seq_GL-raw_multiqc_report.zip
G10.8	Nucleic Acid Extraction	Agilent Bioanalyzer	Not Available				G10.8	Library Construction	DNA	PAIRED	STRANDED	Nucleic Acid Sequencing	Illumina NovaSeq 6000	151	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	rna-seq	GLDS-554_rna-seq_G10_8_S46_L001_R1_001.fastq.gz,GLDS-554_rna-seq_G10_8_S46_L001_R2_001.fastq.gz	Sequence Analysis Data Transformation	GLDS-554_rna-seq_G10_8_S46_L001_R1_001_fastqc.html,GLDS-554_rna-seq_G10_8_S46_L001_R1_001_fastqc.zip,GLDS-554_rna-seq_G10_8_S46_L001_R2_001_fastqc.html,GLDS-554_rna-seq_G10_8_S46_L001_R2_001_fastqc.zip	GLDS-554_rna-seq_raw_multiqc_report.zip	GLDS-554_rna-seq_G10_8_S46_L001_R1_001_val_1.fq.gz,GLDS-554_rna-seq_G10_8_S46_L001_R2_001_val_2.fq.gz	GLDS-554_rna-seq_G10_8_S46_L001_R1_001_val_1_fastqc.html,GLDS-554_rna-seq_G10_8_S46_L001_R1_001_val_1_fastqc.zip,GLDS-554_rna-seq_G10_8_S46_L001_R2_001_val_2_fastqc.html,GLDS-554_rna-seq_G10_8_S46_L001_R2_001_val_2_fastqc.zip	GLDS-554_rna-seq_trimmed_multiqc_report.zip	GLDS-554_rna-seq_G10_8_S46_L001_R1_001.fastq.gz_trimming_report.txt,GLDS-554_rna-seq_G10_8_S46_L001_R2_001.fastq.gz_trimming_report.txt	GLDS-554_rna-seq_G10_8_S46_L001_R1_001_val_1.fq.gz.sam,GLDS-554_rna-seq_G10_8_S46_L001_R1_001_val_1.fq.gz.sam.sorted.bam,GLDS-554_rna-seq_G10_8_S46_L001_R1_001_val_1.fq.gz.sam.sorted.bam.bai,GLDS-554_rna-seq_G10_8_S46_L001_R1_001_val_1.fq.gz.stderr.gz	GLDS-554_rna-seq_FeatureCounts_ReadsPerGene_all_data.xlsx	GLDS-554_rna-seq_Normalized_counts.zip	GLDS-554_rna-seq_DESeq2.zip	GeneLab raw data processing protocol	GLDS-554_rna_seq_G10_8_S46_L001_R1_raw.fastq.gz,GLDS-554_rna_seq_G10_8_S46_L001_R2_raw.fastq.gz	20594969	read	SO	http://purl.obolibrary.org/obo/SO_0000150	62.18	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	GLDS-554_rna_seq_GL-raw_multiqc_report.zip
G11.1	Nucleic Acid Extraction	Agilent Bioanalyzer	Not Available				G11.1	Library Construction	DNA	PAIRED	STRANDED	Nucleic Acid Sequencing	Illumina NovaSeq 6000	151	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	rna-seq	GLDS-554_rna-seq_G11_1_S51_L001_R1_001.fastq.gz,GLDS-554_rna-seq_G11_1_S51_L001_R2_001.fastq.gz	Sequence Analysis Data Transformation	GLDS-554_rna-seq_G11_1_S51_L001_R1_001_fastqc.html,GLDS-554_rna-seq_G11_1_S51_L001_R1_001_fastqc.zip,GLDS-554_rna-seq_G11_1_S51_L001_R2_001_fastqc.html,GLDS-554_rna-seq_G11_1_S51_L001_R2_001_fastqc.zip	GLDS-554_rna-seq_raw_multiqc_report.zip	GLDS-554_rna-seq_G11_1_S51_L001_R1_001_val_1.fq.gz,GLDS-554_rna-seq_G11_1_S51_L001_R2_001_val_2.fq.gz	GLDS-554_rna-seq_G11_1_S51_L001_R1_001_val_1_fastqc.html,GLDS-554_rna-seq_G11_1_S51_L001_R1_001_val_1_fastqc.zip,GLDS-554_rna-seq_G11_1_S51_L001_R2_001_val_2_fastqc.html,GLDS-554_rna-seq_G11_1_S51_L001_R2_001_val_2_fastqc.zip	GLDS-554_rna-seq_trimmed_multiqc_report.zip	GLDS-554_rna-seq_G11_1_S51_L001_R1_001.fastq.gz_trimming_report.txt,GLDS-554_rna-seq_G11_1_S51_L001_R2_001.fastq.gz_trimming_report.txt	GLDS-554_rna-seq_G11_1_S51_L001_R1_001_val_1.fq.gz.sam,GLDS-554_rna-seq_G11_1_S51_L001_R1_001_val_1.fq.gz.sam.sorted.bam,GLDS-554_rna-seq_G11_1_S51_L001_R1_001_val_1.fq.gz.sam.sorted.bam.bai,GLDS-554_rna-seq_G11_1_S51_L001_R1_001_val_1.fq.gz.stderr.gz	GLDS-554_rna-seq_FeatureCounts_ReadsPerGene_all_data.xlsx	GLDS-554_rna-seq_Normalized_counts.zip	GLDS-554_rna-seq_DESeq2.zip	GeneLab raw data processing protocol	GLDS-554_rna_seq_G11_1_S51_L001_R1_raw.fastq.gz,GLDS-554_rna_seq_G11_1_S51_L001_R2_raw.fastq.gz	19394057	read	SO	http://purl.obolibrary.org/obo/SO_0000150	58.43	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	GLDS-554_rna_seq_GL-raw_multiqc_report.zip
G11.2	Nucleic Acid Extraction	Agilent Bioanalyzer	Not Available				G11.2	Library Construction	DNA	PAIRED	STRANDED	Nucleic Acid Sequencing	Illumina NovaSeq 6000	151	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	rna-seq	GLDS-554_rna-seq_G11_2_S52_L001_R1_001.fastq.gz,GLDS-554_rna-seq_G11_2_S52_L001_R2_001.fastq.gz	Sequence Analysis Data Transformation	GLDS-554_rna-seq_G11_2_S52_L001_R1_001_fastqc.html,GLDS-554_rna-seq_G11_2_S52_L001_R1_001_fastqc.zip,GLDS-554_rna-seq_G11_2_S52_L001_R2_001_fastqc.html,GLDS-554_rna-seq_G11_2_S52_L001_R2_001_fastqc.zip	GLDS-554_rna-seq_raw_multiqc_report.zip	GLDS-554_rna-seq_G11_2_S52_L001_R1_001_val_1.fq.gz,GLDS-554_rna-seq_G11_2_S52_L001_R2_001_val_2.fq.gz	GLDS-554_rna-seq_G11_2_S52_L001_R1_001_val_1_fastqc.html,GLDS-554_rna-seq_G11_2_S52_L001_R1_001_val_1_fastqc.zip,GLDS-554_rna-seq_G11_2_S52_L001_R2_001_val_2_fastqc.html,GLDS-554_rna-seq_G11_2_S52_L001_R2_001_val_2_fastqc.zip	GLDS-554_rna-seq_trimmed_multiqc_report.zip	GLDS-554_rna-seq_G11_2_S52_L001_R1_001.fastq.gz_trimming_report.txt,GLDS-554_rna-seq_G11_2_S52_L001_R2_001.fastq.gz_trimming_report.txt	GLDS-554_rna-seq_G11_2_S52_L001_R1_001_val_1.fq.gz.sam,GLDS-554_rna-seq_G11_2_S52_L001_R1_001_val_1.fq.gz.sam.sorted.bam,GLDS-554_rna-seq_G11_2_S52_L001_R1_001_val_1.fq.gz.sam.sorted.bam.bai,GLDS-554_rna-seq_G11_2_S52_L001_R1_001_val_1.fq.gz.stderr.gz	GLDS-554_rna-seq_FeatureCounts_ReadsPerGene_all_data.xlsx	GLDS-554_rna-seq_Normalized_counts.zip	GLDS-554_rna-seq_DESeq2.zip	GeneLab raw data processing protocol	GLDS-554_rna_seq_G11_2_S52_L001_R1_raw.fastq.gz,GLDS-554_rna_seq_G11_2_S52_L001_R2_raw.fastq.gz	10709771	read	SO	http://purl.obolibrary.org/obo/SO_0000150	65.46	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	GLDS-554_rna_seq_GL-raw_multiqc_report.zip
G11.3	Nucleic Acid Extraction	Agilent Bioanalyzer	Not Available				G11.3	Library Construction	DNA	PAIRED	STRANDED	Nucleic Acid Sequencing	Illumina NovaSeq 6000	151	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	rna-seq	GLDS-554_rna-seq_G11_3_S53_L001_R1_001.fastq.gz,GLDS-554_rna-seq_G11_3_S53_L001_R2_001.fastq.gz	Sequence Analysis Data Transformation	GLDS-554_rna-seq_G11_3_S53_L001_R1_001_fastqc.html,GLDS-554_rna-seq_G11_3_S53_L001_R1_001_fastqc.zip,GLDS-554_rna-seq_G11_3_S53_L001_R2_001_fastqc.html,GLDS-554_rna-seq_G11_3_S53_L001_R2_001_fastqc.zip	GLDS-554_rna-seq_raw_multiqc_report.zip	GLDS-554_rna-seq_G11_3_S53_L001_R1_001_val_1.fq.gz,GLDS-554_rna-seq_G11_3_S53_L001_R2_001_val_2.fq.gz	GLDS-554_rna-seq_G11_3_S53_L001_R1_001_val_1_fastqc.html,GLDS-554_rna-seq_G11_3_S53_L001_R1_001_val_1_fastqc.zip,GLDS-554_rna-seq_G11_3_S53_L001_R2_001_val_2_fastqc.html,GLDS-554_rna-seq_G11_3_S53_L001_R2_001_val_2_fastqc.zip	GLDS-554_rna-seq_trimmed_multiqc_report.zip	GLDS-554_rna-seq_G11_3_S53_L001_R1_001.fastq.gz_trimming_report.txt,GLDS-554_rna-seq_G11_3_S53_L001_R2_001.fastq.gz_trimming_report.txt	GLDS-554_rna-seq_G11_3_S53_L001_R1_001_val_1.fq.gz.sam,GLDS-554_rna-seq_G11_3_S53_L001_R1_001_val_1.fq.gz.sam.sorted.bam,GLDS-554_rna-seq_G11_3_S53_L001_R1_001_val_1.fq.gz.sam.sorted.bam.bai,GLDS-554_rna-seq_G11_3_S53_L001_R1_001_val_1.fq.gz.stderr.gz	GLDS-554_rna-seq_FeatureCounts_ReadsPerGene_all_data.xlsx	GLDS-554_rna-seq_Normalized_counts.zip	GLDS-554_rna-seq_DESeq2.zip	GeneLab raw data processing protocol	GLDS-554_rna_seq_G11_3_S53_L001_R1_raw.fastq.gz,GLDS-554_rna_seq_G11_3_S53_L001_R2_raw.fastq.gz	20779862	read	SO	http://purl.obolibrary.org/obo/SO_0000150	73.94	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	GLDS-554_rna_seq_GL-raw_multiqc_report.zip
